Filename,Title,Source,SHA-1,Date,Year
Dissecting-LinuxMoose,Dissecting Linux/Moose: The Analysis Of A Linux Router-Based Worm Hungry For Social Networks,ESET,198195bf91a009bdf666d630230d86b7b1d60bb9,05/26/2015,2015
ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,Analysis On APT-To-Be Attack That Focusing On China's Government Agency,Antiy CERT,42917d2bb4535fc6369cdd68bf82b7e7d28ebadf,05/27/2015,2015
Grabit,Grabit And The Rats,Kaspersky,4855ba957702d0393cb7ade531b46625426d9192,05/28/2015,2015
OceanLotusReport,Oceanlotus,SkyEye,98e849a6be7fb956f5b17a183a2e00048f3bab25,05/29/2015,2015
Thamar-Reservoir,An Iranian Cyber-Attack Campaign Against Targets In The Middle East,Clearsky,a0c391fec9b1faa80a0c713bd6aa37a7129adda7,06/03/2015,2015
BlueTermite_Japan,Blue Termite (Internet Watch),Kaspersky,fee0f49a312915de5c41ebdd1eaf8aefacde1eaf,06/04/2015,2015
duqu2_crysys,Duqu 2.0: A Comparison To Duqu ,CrySyS Lab,6c4fcf640dfbedbdddb724e69d0ed84319b0cf6e,06/10/2015,2015
Symantec_Duqu2-Reemergence-aggressive-cyberespionage-threat(06-10-2015),Duqu 2.0: Reemergence of an aggressive cyberespionage threat,Symantec,efdcd716cde10b6f13d76b51e2f0c5a13b078047,06/10/2015,2015
The_Mystery_of_Duqu_2_0_a_sophisticated_cyberespionage_actor_returns,The Duqu 2.0 Technical Details,Kaspersky,fe05831d3dc661e418f969045f0087ba642fb27b,06/11/2015,2015
The Naikon APT - Securelist,"The Naikon APT: Tracking Down Geo-Political Intelligence Across APAC, One Nation At A Time",Kaspersky,af489e7e52483efe28d8f20f15be5d1dbae62a55,06/15/2015,2015
Targeted-Attacks-against-Tibetan-and-Hong-Kong-Groups-Exploiting-CVE-2014-4114,Target Attacks Against Tibetan And Hong Kong Groups Exploiting CVE-2014-4114 ,Citizen Lab,154083bd059ac6bb001e247f7e03d6189fa93362,06/15/2015,2015
unit42-operation-lotus-blossom,Operation Lotusblossom,Palo Alto,3bcbddd61cc7df02fad5bdc692e956bac590fe98,06/16/2015,2015
winnti_pharmaceutical,Games Are Over: Winnti Is Now Targeting Pharmaceutical Companies,Kaspersky,8b870691f84547afc34c08c494f92a21f6d1dc3e,06/22/2015,2015
UnFIN4ished_Business_pwd,Unfin4Ished Business,PWC,5414153144f453be553af09c69bb1300c7678f79,06/24/2015,2015
ESET_Dino_French,Dino: The Latest Spying Malware From An Allegedly French Espionage Group Analyzed,ESET,fdf388b793a73c47a7caab35a5c4645c83c0931a,06/30/2015,2015
WildNeutron_Economic_espionage,Wild Neutron _ Economic Espionage Threat Actor Returns With New Tricks,Kaspersky,a73fcc0ce6923f3a6ce537ec8214cb7b539fe343,07/08/2015,2015
butterfly-corporate-spies-out-for-financial-gain,Butterfly: Corporate Spies Out For Financial Gain,Symantec,bf41e63f1493152c0d82f2b800099fc4170ea9f1,07/09/2015,2015
Forkmeiamfamous_SeaDuke,"""Forkmeiamfamous"": Seaduke, Latest Weapon In The Duke Armory",Symantec,006d625ab23c5f9d849608506c77d45afec4c720,07/13/2015,2015
MiniDionis_CozyCar_Seaduke,Tracking Minidionis: Cozycar's New Ride Is Related To Seaduke,Palo Alto,d2e6c0c6d2e8dc72677482b8b4271568a3b2a9b9,07/14/2015,2015
WateringHole_Aerospace_CVE-2015-5122_IsSpace,Watering Hole Attack On Aerospace Firm Exploits CVE-2015-5122 To Install Isspace Backdoor,Palo Alto,13feea5bb8a1f837e3772daf151e343086061f6a,07/20/2015,2015
China_Peace_Palace,China Hacks The Peace Palace: All Your Eez's Are Belong To Us,ThreatConnect,4aa116bc762a0e2ac8ad635799c2a1acc49de6c4,07/20/2015,2015
Duke_cloud_Linux,Duke APT Group's Latest Tools: Cloud Services And Linux Support,F-Secure,8ee4f88f4734adc592190027018a461471e8204a,07/22/2015,2015
apt29-hammertoss-stealthy-tactics-define-a,Hammertoss: Stealthy Tactics Define A Russian Cyber Threat Group,FireEye,05763e7c36f1120b89cedba2c39ab4680b8ba28f,07/27/2015,2015
the-black-vine-cyberespionage-group,The Black Vine Cyberespionage Group,Symantec,758520009778853bd186c8527b1cd73ee373ca36,07/28/2015,2015
Operation-Potao-Express_final_v2,Operation Potao Express: Analysis Of A Cyber-Espionage Toolkit,ESET,18e19f0aa8caf36fbb424ab650f87bb192d3434a,07/31/2015,2015
NATO_CCDCOE_CyberWarinPerspective_full_book(08-03-2015),Cyber war in perspective: Russian aggression against Ukraine,NATO,d45c5b2614aedcd2eafcd7bd20ab7568f001be5b,08/03/2015,2015
Terracotta-VPN-Report-Final-8-3,RSA Research Terracotta VPN: Enabler Of Advanced Threat Anonymity,RSA,e820638a0c4690636ebac596e0bbc040308aa040,08/04/2015,2015
ThreatGroup-3390,Threat Group-3390 Targets Organizations For Cyberespionage,Dell Secureworks,060957bd034772155905e49648e869f2bfc0adfb,08/05/2015,2015
Kaspersky_Report_Darkhotel_2015(08-10-2015),Darkhotel's attacks in 2015 ,Kaspersky,034b5ef9a0a81222ce6fec74f19884af4d02353e,08/10/2015,2015
ESET_Carbanak-packing-new-guns(09-08-2015),Carbanak is packing new guns,ESET,608cb9d67d1afa94db103e549c2442e5e9fc7788,09/08/2015,2015
F-Secure_TheDukes_whitepaper(9-17-15),THE DUKES: 7 years of Russian cyberespionage,F-Secure,c02195e501548fc9b8e2e13673a7e12e1af9e207,09/17/2015,2015
Secureworks_HackerGroup-Creates-Network-Fake-LinkedIn-Profiles(10-07-2015),Hacker Group Creates Network of Fake LinkedIn Profiles,Secureworks,36fdb5f263a2abc93ab50d345d3626aded73050e,10/07/2015,2015
CitizenLab_Mapping-FinFishers-Continuing-Proliferation(Oct-15-15),Pay No Attention to the Server Behind the Proxy: Mapping FinFisher's Continuing Proliferation,Citizen Lab,26840a8fbda17c1ae5bcb6198914ebf5e45308b2,10/15/2015,2015
Checkpoint_rocket-kitten-report(Nov-9-2015),Rocket Kitten: A Campaign With 9 Lives,Checkpoint,523ae1be152df2a4d1de51ee2b3e7f23cad62628,11/09/2015,2015
Microsoft_Security_Intelligence_Report_Volume_19_English(11-16-2015),Microsoft Security Intelligence Report (Volume 19),Microsoft,666a7931d4fc2466852e0676e318391a23aec1d1,11/16/2015,2015
RSA_Peering-Into-GlassRAT-final(Nov-23-15),PEERING INTO GLASSRAT: A Zero Detection Trojan from China,RSA,1d72a50b38ee4b5f57684726cef957f61ae6d2f2,11/23/2015,2015
Symantec_Iran-based-attackers-use-back-door-threats-to-spy-on-Middle-Eastern-targets(Dec-7-2015),Iran-based attackers use back door threats to spy on Middle Eastern targets,Symantec,7819b3820b7af3f3d3f0335989a95ae6314b353b,12/07/2015,2015
Symantec_CadelSpy-Remexi-IOC(12-07-2015),Backdoor.Cadelspy and Backdoor.Remexi indicators of compromise,Symantec,a3d9e8a14cf1729af25bf64193ac17bf9da56a20,12/07/2015,2015
Kaspersky_Evolution-of-Cyber-Threats-in-the-Corporate-Sector(Dec-10-2015),Evolution of Cyber Threats in the Corporate Sector,Kaspersky,75c2325f529d34155445af6a82bb22ec4277a80f,12/10/2015,2015
Fidelis_FTA_1020_Fidelis_Inocnation_FINAL(Dec-16-15),Dissecting the Malware Involved in the INOCNATION Campaign,Fidelis,e10651d3a6223055e95464f0023b549cdf7ca00c,12/16/2015,2015
PaloAlto_BBSRAT-Attacks-Targeting-Russian-Organizations-Linked-to-Roaming-Tiger(Dec-22-15),BBSRAT Attacks Targeting Russian Organizations Linked to Roaming Tiger,Palo Alto,e9de634545c873b0999728df361b28fae9536dc2,12/22/2015,2015
PWC_ELISE- Security-Through-Obesity(Dec-23-15),ELISE: Security Through Obesity,PWC,7baa3b39f072e82717aa554f3434863f7e9edd1f,12/23/2015,2015
ESET_BlackEnergy-by-the-SSHBearDoor(Jan-3-16),BlackEnergy by the SSHBearDoor: attacks against Ukrainian news media and electric industry,ESET,8bcb1743d4a9ddbbc6daf063dca8c8107baed218,01/03/2016,2016
Clearsky_Operation-DustySky_TLP_WHITE(Jan-7-2016),Operation Dusty Sky,Clearsky,9b7bf2d6c4a10dac7483c618562e701f42c1dc32,01/07/2016,2016
Clearsky_Operation-DustySky-indicators(Jan-7-2016),Operation Dusty Sky (indicators),Clearsky,1acdc7b846d53b582075ea4a3c5ba64bbbf10e81,01/07/2016,2016
Arbor_Uncovering-the-Seven-Pointed-Dagger(Jan-11-16),Uncovering the Seven Pointed Dagger,Arbor Networks,37584381a0a0c2d566b8ce13965ffa7226cdaa71,01/11/2016,2016
Cisco_Needles-in-a-Haystack(Jan-14-16),RESEARCH SPOTLIGHT: NEEDLES IN A HAYSTACK,Cisco,b0e8168b58ee221655df862460e305841c86f16c,01/14/2016,2016
ESET_Cyberattacks-Ukrainian-power-industry(01-20-2016),New wave of cyberattacks against Ukrainian power industry,ESET,ed19e5c293f8acef03e89ade53f179c941155479,01/20/2016,2016
PaloAlto_Scarlet-Mimic(Jan-24-16),Scarlet Mimic,Palo Alto,9a7bd4348f8ad97d5440d287b81382d47f71d954,01/24/2016,2016
Kaspersky_BlackEnergy-APT-Attacks-in-Ukraine-employ-spearphishing-with-Word-documents(Jan-28-16),BlackEnergy APT Attacks in Ukraine employ spearphishing with Word documents,Kaspersky,5780a1382be59719a980376feb783590e422b1aa,01/28/2016,2016
PaloAlto_Emissary-Trojan-Changelog-Did-Operation-Lotus-Blossom-Cause-It-to-Evolve(Feb-03-16),Emissary Trojan Changelog: Did Operation Lotus Blossom Cause It To Evolve,Palo Alto,31c81ceafb1de9c731e7e003e3a638b9841a78e4,02/03/2016,2016
PaloAlto_T9000-Advanced-Modular-Backdoor-Uses-Complex-Anti-Analysis-Techniques(Feb-04-16),T9000: Advanced Modular Backdoor Uses Complex Anti Analysis Techniques,Palo Alto,62df4dd012589910b6be8df92f23e231c493772a,02/04/2016,2016
PaloAlto_Attack-on-French-Diplomat-Linked-to-Operation-Lotus-Blossom(Feb-08-16),Attack On French Diplomat Linked To Operation Lotus Blossom,Palo Alto,777fc2e7355924588a27d693cdfcc31bcf8ec76b,02/08/2016,2016
ICIT-Brief-Know-Your-Enemies-2.0(02-08-2016),Know Your Enemies 2.0: A Primer on Advanced Persistent Threat Groups,ICIT,6cc38d03649b53205ea47fad7672a39480be93ab,02/08/2016,2016
Kaspersky_Poseidon-Group(Feb-09-16),Poseidon Group,Kaspersky,3a2dc9b54f9c5047df5162590c51e51b3392e86c,02/09/2016,2016
PaloAlto_A-Look-Into-Fysbis-Sofacys-Linux-Backdoor(Feb-12-16),A Look Into Fysbis: Sofacy's Linux Backdoor,Palo Alto,6b6c4552509612cec438d34e58908e166b005238,02/12/2016,2016
Cylance_Op_Dust_Storm_Report(Feb-23-2016),Operation Duststorm,Cylance,606f656561781dba6fdef666ece6a0cc24709f01,02/23/2016,2016
Novetta_Operation-Blockbuster-Report(Feb-24-2016),Operation Blockbuster,Novetta,29d015e736a3012277f84f1b1bedc9bcac060648,02/24/2016,2016
Bluecoat_FROM_SEOUL_TO_SONY(2-24-16), FROM SEOUL TO SONY: THE HISTORY OF THE DARKSEOUL GROUP AND THE SONY INTRUSION MALWARE DESTOVER,Bluecoat,5ec7109b992643aabb83ba6187230e3033699875,02/24/2016,2016
Proofpoint_operation-transparent-tribe-threat-insight-en(Mar-01-16),Operation Transparent Tribe,Proofpoint,f21f1f6da5cc09b6e5542606d66f2ecd68e45abc,03/01/2016,2016
TheCitizenLab_Shifting-Tactics-Tracking-changes-in-years-long-espionage-campaign-against-Tibetans(Mar-10-16),Shifting Tactics Tracking Changes In Years Long Espionage Campaign Against Tibetans,Citizen Lab,e39432b344d29121ec4bcb658ef5292f2416a05a,03/10/2016,2016
Symantec_Suckfly-Revealing-the secret-life-of-your-code-signing-certificates(Mar-15-16),Suckfly: Revealing the secret life of your code signing certificates,Symantec,4ff503930f8fd317739ca0db9c81c7d636335597,03/15/2016,2016
PWC_Taiwan-Presidential-Election-A-Case-Study-on-Thematic-Targeting(Mar-17-2016),Taiwan Presidential Election: A Case Study on Thematic Targeting,PWC,b039fa56126220d8df26a5ad6853a884bd76581e,03/17/2016,2016
Symantec_Taiwan-targeted-cyberespionage-Trojan(03-29-2016),Taiwan targeted with new cyberespionage back door Trojan,Symantec,9e322f3701772b212bf17221448ef5966457ea07,03/29/2016,2016
Arbor_The-Four-Element-Sword-Engagement(4-13-16),The Four Element Sword Engagement,Arbor,e7c914466713e7e74fcc1338398a1340464e63bc,04/13/2016,2016
TheCitizenLab_Between-Hong-Kong-and-Burma_Tracking-UP007-and-SLServer-Espionage-Campaigns(4-18-16),Between Hong Kong and Burma: Tracking UP007 and SLServer Espionage Campaign,Citizen Lab,bbe1b72cdd7e601d5f701b5e4a03a71b776fc7fa,04/18/2016,2016
TrendMicro_NetherlandsCyberAttack(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands,Trend Micro,1b9a9fd865cc671ceef94c0ddcfbe8bb99fdc182,04/21/2016,2016
TrendMicro_NetherlandsCyberAttack_Appendix(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands (Appendix),Trend Micro,25509ab2f9468a0a89bd62750b3549ab32d48b1a,04/21/2016,2016
Cylance_The_Ghost_Dragon(04-22-2016),The Ghost Dragon,Cylance,8c629cb675335784dd319ac0f47822274b5d7858,04/22/2016,2016
BAESystems_SSA-Two-bytes-to-951m(04-25-2016),Two Bytes to $951M,BAE Systems,0387df8bdfbe771ec7ee80715c58afac76266a0e,04/25/2016,2016
Microsoft_Targeted-attacks-in-South-and-Southeast-Asia(Apr-26-16),PLATINUM Targeted attacks in South and Southeast Asia,Microsoft,ffe1ab81dc16f38930659c5ec9f6f8f9ebdf7d35,04/26/2016,2016
Fidelis_Turbo-Twist-Two-64-bit-Derusbi-Strains-Converge(May-2-16),Turbo Twist: Two 64-bit Derusbi Strains Converge,Fidelis,5ba6ec70bf70a31f8d61d408be83d3a999d9beee,05/02/2016,2016
PaloAlto_PrinceofPersiaInfyMalware(05-02-2016),Prince of Persia: Infy Malware Active In Decade of Targeted Attacks,Palo Alto,bd91ba55a44f3288be1483e8d160e2910e1eed21,05/02/2016,2016
PwC_Exploring_CVE-2015-2545(05-06-2016),Exploring CVE-2015-2545 and its users,PWC,2b7257511cc403a0a5f9d306663fbbe6c7c1c797,05/06/2016,2016
Fox-IT_mofang_threatreport_tlp-white(05-17-2016),Mofang: A politically motivated information stealing adversary,Fox-IT,ffa66796bd7c7f077c31285e6563ccb522b7e9b1,05/17/2016,2016
ESET_Operation-Groundbait(5-17-16),Operation Groundbait:Analysis of a surveillance toolkit,ESET,5938181ed1aec8281f229581f38f37f78eb24821,05/17/2016,2016
Symantec_Indian-organizations-targeted-in-Suckfly-attacks(5-17-16),Indian organizations targeted in Suckfly attacks,Symantec,fbf36d88f19b64802a9b1e31e7b8554b8e33be37,05/17/2016,2016
TrendMicro_Operation-C-Major_blog(5-18-16),Operation C-Major Actors Also Used Android BlackBerry Mobile Spyware Against Targets,Trend Micro,d4203fd526a2ba2714bc19f62e24e8ef91806b1a,05/18/2016,2016
McAfee_SWIFT-Insider-Knowledge(05-20-2016),Attacks on SWIFT Banking System Benefit From Insider Knowledge,McAfee,abe3c0fd4fb29ba970c896d542fe8e9e4edf5f15,05/20/2016,2016
FireEye_Targeted-Attacks-against-Banks-in-the-Middle-East(5-23-16),Targeted Attacks against Banks in the Middle East,FireEye,66abb93ddb5a1e2dc75b1d8db5c97417200c3996,05/23/2016,2016
GovCERTch_Report_Ruag_Espionage_Case(5-23-16),APT Case RUAG Technical Report,GovCERT.ch,dbee63b0f8cd29139b4d12b867e3a80de139c0df,05/23/2016,2016
PaloAlto_ke3chang_tidepool(5-23-2016),Operation Ke3chang Resurfaces With New TidePool Malware,Palo Alto,2c09f13be3c035ec932d6c91366f61f7f1320f72,05/23/2016,2016
PaloAlto_New- Wekby-Attacks-Use- DNS-Requests- As- Command-and- Control- Mechanism(5-24-16),New Wekby Attacks Use DNS Requests As Command and Control Mechanism,Palo Alto,cfea29fab43ff53f7869542633891a89ead24a5f,05/24/2016,2016
Kaspersky_CVE-2015-2545_overview-of-current-threats(5-25-16),CVE-2015-2545: overview of current threats,Kaspersky,5f77c03a83f36e0f74a37efea8cc959613ee3d10,05/25/2016,2016
Symantec_SWIFT-malware-linked-financial-attacks(05-26-2016),SWIFT attackers' malware linked to more financial attacks,Symantec,b0c56ff2ab4614632c008d3384d39764e4cf5664,05/26/2016,2016
TrendMicro_IXESHE_IHEATE(05-27-2016),IXESHE Derivative IHEATE Targets Users in America,Trend Micro,d611ca60c87498c89b450dda0f06a3cffebe53ae,05/27/2016,2016
CitizenLab-Stealth_Falcon(05-29-2016),Stealth Falcon,Citizen Lab,6060d8839dc4054fd3d57b2935eb79b2876f75d6,05/29/2016,2016
FireEye_IRONGATE_ICS(06-02-2016),IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,FireEye,78ea4b8589b7b776b4a9fe94fd42bd74740d4276,06/02/2016,2016
FireEye_IndianGovSpearPhish(06-03-2016),APT Group Sends Spear Phishing Emails to Indian Government Officials,FireEye,97a52c09444fff77e5b7dc8e1cc3606bed224ace,06/03/2016,2016
Fireeye_Spear-Phishing-Indian-Government-Officials(06-03-2016),Apt Group Sends Spear Phishing Emails To Indian Government Officials,FireEye,3108aea5c7ef8c8a6d3633612c4f0231b1cec25b,06/03/2016,2016
CrowdStrike_BearsintheMidst_DNC(06-04-2016),Bears in the Midst: Intrusion into the Democratic National Committee,Crowdstrike,269f0dfade9d5929e678027bd1c274e45d851b45,06/04/2016,2016
Clearsky_Operation-DustySky2(6-9-16),Operation DustySky Part 2,Clearsky,a00dc576f03496351c6ec2989aac2a26891c4cff,06/09/2016,2016
Clearsky_Operation-DustySky2-indicators(6-9-16),Operation DustySky Part 2 Indicators,Clearsky,d14171df6033ec8c090de678e505d08c5f62fd88,06/09/2016,2016
Microsoft_DUBNIUM(06-09-2016),Reverse-engineering DUBNIUM,Microsoft,aa49d07c40e3bf8da6779a1d08eeda6efcce3706,06/09/2016,2016
PaloAlto_SofacyUSGov(06-14-2016),New Sofacy Attacks Against US Government Agency,Palo Alto,61c759fab05cb341d84f825452ad17cbcfb23c31,06/14/2016,2016
Citizenlab_Group5_Syria_Iranian_Connection(06-14-2016),Group5: Syria and the Iranian Connection,Citizen Lab,c9d42c2c21c439babfc553984e4b71f6c1db7afb,06/14/2016,2016
Secureworks_TG-4127Clinton(06-16-2016),Threat Group-4127 Targets Hillary Clinton Presidential Campaign,Secureworks,4827ac42240efd00e38b61e68f85379adb760861,06/16/2016,2016
DellSecureworks_ThreatGroup-4127-Targets-Clinton-Campaign(06-16-2016),Threat Group 4127 Targets Hillary Clinton Presidential Campaign,Dell Secureworks,9f1be920242bc0b1cca697c0b5034c24a9e9c0a9,06/16/2016,2016
Kaspersky_ScarCruft-OpDaybreak(06-17-2016),Flash zero-day exploit deployed by the ScarCruft APT Group,Kaspersky,fb7781a1552ee8fcddd13fc560aa1dea9ad4955a,06/17/2016,2016
Kaspersky_Flash-zero-day-ScarCruft-APT-Group(06-17-2016),Operation Daybreak,Kaspersky,257650cc95d4f77ec70553ce9bbf0a4e393ea4e3,06/17/2016,2016
Microsoft_RE-DUBNIUM-FlashExploit(06-20-2016),Reverse-engineering DUBNIUM's Flash-targeting exploit,Microsoft,4380f06f404326f756a7c48cb7dd0236e1934cb0,06/20/2016,2016
Fidelis_DNC-IntrusionMalware(06-20-2016),Findings from Analysis of DNC Intrusion Malware,Fidelis,d093215af4ce896149f0fc7a42eacad89f58ac3c,06/20/2016,2016
Fireeye-rpt-china-espionage(06-20-2016),Red Line Drawn: China Recalculates Its Use Of Cyber Espionage,FireEye,4961a742b4c650d3fb84f9321de52911df176f1b,06/20/2016,2016
ESET-Visiting_The_Bear_Den(6-21-2016),Visiting The Bear Den A Journey in the Land of (Cyber-)Espionage,ESET,98985054ab8d3b6c232132f1957fefc4ba01c7a6,06/21/2016,2016
PaloAlto_TrackingElirksJapanSimilaritiesPreviousAttacks(06-23-2016),Tracking Elirks Variants in Japan: Similarities to Previous Attacks,Palo Alto,eba3ad81b20ed7b9ef081714928ecf1a4324b057,06/23/2016,2016
Secureworks_ThreatGroup-4127-Targets-Google-Accounts(06-26-2016),Threat Group-4127 Targets Google Accounts,Secureworks,4b340fd7ca63937db459345ebbf915a9dd5cfe01,06/26/2016,2016
PaloAlto_PrinceofPersiaGameOver(06-28-2016),Prince of Persia Game Over,Palo Alto,3f92bfbfdb0fee7eda8613fc3a6ff515ffceb972,06/28/2016,2016
JPCERT_AsruexShortcutFiles(06-30-2016),Asruex: Malware Infecting through Shortcut Files,JPCERT,0ddd9b23aaa773615e7d6392969d40b332e0c85f,06/30/2016,2016
Bitdefender_Pacifier-APT(7-1-2016),Pacifier APT,Bitdefender,6289dff2cbd2750c76517007989483922179fa40,07/01/2016,2016
ESET_targeting-Central-and-EasternEurope(07-01-2016),Espionage toolkit targeting Central and Eastern Europe uncovered,ESET,8d9af4bb8b4bafcb9e58ab21e1419abd2eed46b2,07/01/2016,2016
Cymmetria_Unveiling-Patchwork(07-07-16),Unveiling Patchwork the Copy Paste APT,Cymmetria,955ddb4453827e2c1664f2924e75b21fb0c0496d,07/07/2016,2016
Proofpoint_NetTraveler-TargetsRussianEuropean(07-07-2016),"NetTraveler APT Targets Russian, European Interests",ProofPoint,d647ecd9a694447bc8ee9096f425ba29d93f7fb7,07/07/2016,2016
Kaspersky_DroppingElephant(07-08-2016),The Dropping Elephant - aggressive cyber-espionage in the Asian region,Kaspersky,e0606a9e6a785d942b50d281d87550dc03d3666e,07/08/2016,2016
Symantec_Patchwork-expands-to-industries(07-25-2016),Patchwork cyberespionage group expands targets from governments to wide range of industries,Symantec,0184ab60e9f8f38cd59f0a53278192a286255179,07/25/2016,2016
EFF_OperationManul(08-03-2016),Operation Manul,EFF,cf6fad700146b469d54f47c1541a84bb0dc08bc6,08/03/2016,2016
Forcepoint_Moonsoon(08-06-2016),Moonsoon - Analysis of an APT Campaign,Forcepoint,b910f06ecd66d0a297e2043369b82a29cf770eee,08/06/2016,2016
Symantec_Strider-group-turns-eye-targets(08-07-2016),Strider: Cyberespionage group turns eye of Sauron on targets,Symantec,2954f154b324e61eae407e7d656a5b4b373fb5cb,08/07/2016,2016
Kaspersky_The-ProjectSauron-APT_research_KL(08-08-2016),The ProjectSauron APT,Kaspersky,877d7520e4b6fd17e48903f779a48b8619ebe87e,08/08/2016,2016
Visa_Oracle-Micros-Compromise(08-08-2016),Carbanak Oracle Breach,Visa,8dcd6158f82898310af73d9fbeae8e626dbfdb7b,08/08/2016,2016
BrianKrebs_Carbanak-Oracle-breach(08-13-2016),Visa Alert and Update on the Oracle Breach,Brian Krebs,af70e2e4750a95aa3748fc15e3c1fb92f1b47e29,08/13/2016,2016
Citizenlab_NSO_iPhone_ZeroDays_UAE(08-24-2016),The Million Dollar Dissident: NSO Group's iPhone Zero-Days used against a UAE Human Rights Defender,Citizen Lab,32c2e322e6e97466dc82e81fc94acc14eee10192,08/24/2016,2016
Symantec_Buckeye_HongKong(09-06-2016),Buckeye cyberespionage group shifts gaze from US to Hong Kong,Symantec,36cc8f9d42465b2ac2681772862e21ecb2eaa137,09/06/2016,2016
Cyberkov-Hunting-Libyan-Scorpions-EN(9-18-16),Hunting Libyan Scorpions,Cyberkov Security,9030bce0306febd7e94fd047d480512583889389,09/18/2016,2016
PaloAlto_Sofacys_Komplex_OSXTrojan(09-26-2016),Sofacy's Komplex OS X Trojan,Palo Alto,fb15f1de386ed3102956ff732b50c35ef56548b5,09/26/2016,2016
ThreatConnect_Belling_the_BEAR(09-28-2016),Belling the BEAR,ThreatConnect,802cfc799eb72c9b5e40ca56e724c75b1fa10be8,09/28/2016,2016
Kaspersky_StrongPity-Waterhole-Targeting-Italian-Belgian-Encryption-Users(10-03-2016),On the StrongPity Waterhole Attacks Targeting Italian and Belgian Encryption Users,Kaspersky,f4c3883bdb12af3225b3b57f2d8352cb37586312,10/03/2016,2016
Kaspersky_Wave-your-false-flags(10-05-2016),Wave your false flags! Deception tactics muddying attribution in targeted attacks,Kaspersky,12ecd2809c35c574672cb2b1b22323aa9de1d69a,10/05/2016,2016
VirusBulletin_EvronRaz(10-05-2016),"Apt Reports And Opsec Evolution, Or: These Are Not The Apt Reports You Are Looking For",Virus Bulletin,5801fcf1d7fd14cdf2267fd5abac67a448812677,10/05/2016,2016
eset-sednit-part1(10-20-2016),En Route with Sednit Part 1: Approaching the Target,ESET,aa59479dccb863926ace7d5a6d87e356eb9dad4a,10/20/2016,2016
eset-sednit-part2(10-25-2016),En Route with Sednit Part 2: Observing the Comings and Goings,ESET,6f1dfb7fc2367f5787b076deb44f37704a682caa,10/25/2016,2016
PaloAlto_Houdinis-Magic-Reappearance(10-25-2016),Houdini's Magic Reappearance,Palo Alto Networks,242a98ec10de9c8044a355cbac843987d891b264,10/25/2016,2016
VectraNetworks_Moonlight-Targeted-attacks-MiddleEast(10-26-2016),Moonlight - Targeted attacks in the Middle East,Vectra Networks,2ad4ca5919036c23d608723cebd6eca8cd6d7240,10/26/2016,2016
Forcepoint_BITTER-Targeted-attack-Pakistan(10-26-2016),BITTER: A Targeted attack against Pakistan,Forcepoint,385ba37be4d0617780a137a81d6593554f0ecc98,10/26/2016,2016
eset-sednit-part3(10-27-2016),En Route with Sednit Part 3: A Mysterious Downloader,ESET,2cd04b3b878180782e8467c2cbe69d301a0d98ec,10/27/2016,2016
TrendMicro_BLACKGEAR-Espionage-Campaign(10-27-2016),"BLACKGEAR Espionage Campaign Evolves, Adds Japan To Target List",Trend Micro,bd52c0809e379a7dabdb35fcbb07d077f10a6edc,10/27/2016,2016
BoozAllen_ukraine-report-when-the-lights-went-out(11-3-2016),When The Lights Went Out: Ukraine Cybersecurity Threat Briefing,Booz Allen,6a6ad533b71fd64fc9dd4948e920a0992f637302,11/03/2016,2016
Volexity_Powerduke-Widespread-PostElection-Spear-Phish(11-09-2016),PowerDuke: Widespread Post-Election Spear Phishing Campaigns Targeting Think Tanks and NGOs,Volexity,d1e4a9dc8b5bd3aaa06b40d5fe8fcefb5328e157,11/09/2016,2016
Trustwave_Carbanak _Anunak_Attack_Methodology(11-14-2016),New Carbanak / Anunak Attack Methodology,Trustwave,35f1522128ae21490cc812f5929b961fe0cbdf5c,11/14/2016,2016
Citizenlab_KeyBoy-targeting-Tibetan-Community(11-17-2016),It's Parliamentary: KeyBoy and the targeting of the Tibetan Community,Citizen Lab,1c664e6ab6a1e36fb0a1dccb231acfb26e943b19,11/17/2016,2016
Cysinfo_NIC-CyberSecurity-Themed-Spear-Phishing-Target-India(11-30-2016),Malware Actors Using Nic Cyber Security Themed Spear Phishing To Target Indian Government Organizations,Cysinfo,1b647b1bf39698c459618e7451e556da5c64b8fb,11/30/2016,2016
Microsoft_SIR-Vol21-PROMETHIUM-NEODYMIUM-Updated(12-14-2016),PROMETHIUM and NEODYMIUM: Parallel zero-day attacks targeting individuals in Europe,Microsoft,31b0c92ff842596ed58185bb84c7dc4542059e85,12/14/2016,2016
PaloAlto_Sofacy-DealersChoice-Attacks(12-15-2016),Let It Ride: The Sofacy Group's DealersChoice Attacks Continue,Palo Alto Networks,706ee4a2d806ebd510a7d0bf3640b6d7f6da74fc,12/15/2016,2016
Crowdstrike_DangerClose-FancyBear-Tracking-Ukrainian-FieldArtilleryUnits(12-21-2016),Danger Close: Fancy Bear Tracking of Ukrainian Field Artillery Units,Crowdstrike,860387572ad036bfde33775ee89e7d92fa5d0aae,12/21/2016,2016
